epoch,acc,loss,val_acc,val_loss
0,0.8325569,0.003861770906904243,0.88041043,0.0016905744859829828
1,0.8728329,0.0016487224237681638,0.8842139,0.0015814717332670143
2,0.8789362,0.0016022161753673433,0.8853933,0.001633416785748269
3,0.8789067,0.001582405698923657,0.87121123,0.0014969089825670756
4,0.8807053,0.0015701359044088036,0.90904,0.0015576184597672026
5,0.88073474,0.0015652877128937018,0.8835063,0.0015623068232685363
6,0.8812065,0.0015690515299453447,0.8877226,0.0014998606175264753
7,0.8830345,0.0015631862365699978,0.8933837,0.0015001892144060629
8,0.8810591,0.0015654768267188439,0.85832644,0.001561665378814213
9,0.879349,0.0015672450195483197,0.89143765,0.0016361075861482826
10,0.87996817,0.0015681391735113594,0.88026303,0.0014853450493726075
11,0.87979126,0.001566957586285958,0.8751916,0.0016198862358600202
12,0.8817962,0.0015723332130506218,0.8851869,0.0015916365464756067
13,0.8791131,0.0015719212333524303,0.89364904,0.001570951432305995
14,0.88108855,0.0015771145353039684,0.8702972,0.00151484217728215
15,0.87790424,0.0015674974326244594,0.8743366,0.0017388858807429535
16,0.88114756,0.0015717927243518556,0.89527065,0.001564124355766957
17,0.88058734,0.001569875464504392,0.8747199,0.0015204153734717386
18,0.88026303,0.0015738558130988002,0.8774915,0.001687553490455443
19,0.88076425,0.0015763344299937218,0.8796733,0.0014941427103219984
